Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,Calories
4057192912,4/12/2016,187,0.1400000006,0.1400000006,538
4319703577,3/29/2016,5643,3.789999962,3.789999962,1958
4319703577,3/30/2016,9043,6.070000172,6.070000172,2141
4319703577,3/31/2016,8144,5.460000038,5.460000038,2129
4319703577,4/1/2016,9343,6.269999981,6.269999981,2216
4319703577,4/2/2016,8405,5.659999847,5.659999847,2154
4319703577,4/3/2016,8223,5.519999981,5.519999981,2178
4319703577,4/4/2016,10067,6.760000229,6.760000229,2308
4319703577,4/5/2016,8359,5.630000114,5.630000114,2201
4319703577,4/6/2016,10946,7.349999905,7.349999905,2341
4319703577,4/7/2016,9130,6.150000095,6.150000095,2236
4319703577,4/8/2016,6544,4.409999847,4.409999847,2069
4319703577,4/9/2016,0,0,0,0
4388161847,3/29/2016,0,0,0,1878
4388161847,3/30/2016,0,0,0,1878
4388161847,3/31/2016,0,0,0,1878
4388161847,4/1/2016,0,0,0,1878
4388161847,4/2/2016,0,0,0,1878
4388161847,4/3/2016,0,0,0,1878
4388161847,4/4/2016,0,0,0,1878
4388161847,4/5/2016,0,0,0,1296
4445114986,3/29/2016,2303,1.549999952,1.549999952,2010
4445114986,3/30/2016,2600,1.74000001,1.74000001,2032
4445114986,3/31/2016,4804,3.220000029,3.220000029,2227
4445114986,4/1/2016,3271,2.190000057,2.190000057,2133
4445114986,4/2/2016,5406,3.630000114,3.630000114,2317
4445114986,4/3/2016,3146,2.109999895,2.109999895,2058
4445114986,4/4/2016,2422,1.629999995,1.629999995,1935
4445114986,4/5/2016,4239,2.839999914,2.839999914,2217
4445114986,4/6/2016,6911,4.78000021,4.78000021,2374
4445114986,4/7/2016,6667,4.610000134,4.610000134,2335
4445114986,4/8/2016,5543,3.720000029,3.720000029,2303
4445114986,4/9/2016,4195,2.809999943,2.809999943,2210
4445114986,4/10/2016,6625,4.449999809,4.449999809,2424
4445114986,4/11/2016,5986,4.130000114,4.130000114,2297
4445114986,4/12/2016,278,0.1899999976,0.1899999976,745
4558609924,4/1/2016,5336,3.529999971,3.529999971,1902
4558609924,4/2/2016,3183,2.099999905,2.099999905,1680
4558609924,4/3/2016,6176,4.079999924,4.079999924,1901
4558609924,4/4/2016,8205,5.420000076,5.420000076,2078
4558609924,4/5/2016,6799,4.489999771,4.489999771,1876
4558609924,4/6/2016,5668,3.75,3.75,1853
4558609924,4/7/2016,7998,5.289999962,5.289999962,2235
4558609924,4/8/2016,4195,2.769999981,2.769999981,1778
4558609924,4/9/2016,5512,3.640000105,3.640000105,1882
4558609924,4/10/2016,6263,4.139999866,4.139999866,1906
4558609924,4/11/2016,8828,5.840000153,5.840000153,2149
4558609924,4/12/2016,1260,0.8299999833,0.8299999833,722
4702921684,3/29/2016,6506,5.28000021,5.28000021,2886
4702921684,3/30/2016,7583,6.150000095,6.150000095,2915
4702921684,3/31/2016,6963,5.650000095,5.650000095,2895
4702921684,4/1/2016,7165,5.809999943,5.809999943,2923
4702921684,4/2/2016,10328,8.380000114,8.380000114,3323
4702921684,4/3/2016,12116,9.829999924,9.829999924,3357
4702921684,4/4/2016,7810,6.360000134,6.360000134,2931
4702921684,4/5/2016,6670,5.409999847,5.409999847,2848
4702921684,4/6/2016,7605,6.179999828,6.179999828,2943
4702921684,4/7/2016,6585,5.340000153,5.340000153,2822
4702921684,4/8/2016,8184,6.639999866,6.639999866,2981
4702921684,4/9/2016,14002,11.35999966,11.35999966,3597
4702921684,4/10/2016,11135,9.029999733,9.029999733,3224
4702921684,4/11/2016,6499,5.269999981,5.269999981,2677
4702921684,4/12/2016,0,0,0,0
5553957443,4/1/2016,12409,8.100000381,8.100000381,2142
5553957443,4/2/2016,2937,1.919999957,1.919999957,1615
5553957443,4/3/2016,1515,0.9900000095,0.9900000095,1481
5553957443,4/4/2016,8921,5.880000114,5.880000114,1892
5553957443,4/5/2016,11306,7.380000114,7.380000114,2086
5553957443,4/6/2016,12252,8,8,2044
5553957443,4/7/2016,15444,10.07999992,10.07999992,2249
5553957443,4/8/2016,9938,6.489999771,6.489999771,2019
5553957443,4/9/2016,4599,3,3,1692
5553957443,4/10/2016,5594,3.650000095,3.650000095,1712
5553957443,4/11/2016,11906,7.769999981,7.769999981,2065
5553957443,4/12/2016,3436,2.24000001,2.24000001,633
5577150313,4/1/2016,10461,7.869999886,7.869999886,3625
5577150313,4/2/2016,14873,11.10999966,11.10999966,4430
5577150313,4/3/2016,9917,7.409999847,7.409999847,3427
5577150313,4/4/2016,7401,5.559999943,5.559999943,3492
5577150313,4/5/2016,8964,6.699999809,6.699999809,3597
5577150313,4/6/2016,11080,8.300000191,8.300000191,3765
5577150313,4/7/2016,4499,3.359999895,3.359999895,2775
5577150313,4/8/2016,4363,3.25999999,3.25999999,2486
5577150313,4/9/2016,10494,7.840000153,7.840000153,3817
5577150313,4/10/2016,9776,7.380000114,7.380000114,3378
5577150313,4/11/2016,2862,2.140000105,2.140000105,1511
6117666160,4/1/2016,7444,5.619999886,5.619999886,2210
6117666160,4/2/2016,19658,14.84000015,14.84000015,2884
6117666160,4/3/2016,0,0,0,1496
6117666160,4/4/2016,8468,6.389999866,6.389999866,2262
6117666160,4/5/2016,9910,7.480000019,7.480000019,2445
6117666160,4/6/2016,12409,9.369999886,9.369999886,2694
6117666160,4/7/2016,4853,3.660000086,3.660000086,1903
6117666160,4/8/2016,8955,6.760000229,6.760000229,2482
6117666160,4/9/2016,10789,8.149999619,8.149999619,2617
6117666160,4/10/2016,0,0,0,0
6290855005,4/1/2016,6633,5.010000229,5.010000229,2778
6290855005,4/2/2016,9548,7.21999979,7.21999979,3119
6290855005,4/3/2016,0,0,0,2664
6290855005,4/4/2016,0,0,0,2060
6290855005,4/5/2016,0,0,0,2060
6290855005,4/6/2016,0,0,0,2060
6290855005,4/7/2016,0,0,0,2060
6290855005,4/8/2016,0,0,0,2060
6290855005,4/9/2016,0,0,0,2060
6290855005,4/10/2016,0,0,0,735
6391747486,4/1/2016,0,0,0,1820
6391747486,4/2/2016,2101,2.029999971,0,2224
6391747486,4/3/2016,0,0,0,1820
6391747486,4/4/2016,0,0,0,1820
6391747486,4/5/2016,9766,7.510000229,0.7799999714,2442
6391747486,4/6/2016,165,0.1299999952,0.1299999952,1849
6391747486,4/7/2016,0,0,0,1822
6391747486,4/8/2016,0,0,0,1820
6391747486,4/9/2016,0,0,0,251
6775888955,4/1/2016,7225,5.179999828,5.179999828,3065
6775888955,4/2/2016,1988,1.429999948,1.429999948,2207
6775888955,4/3/2016,1577,1.129999995,1.129999995,1977
6775888955,4/4/2016,0,0,0,1841
6775888955,4/5/2016,9348,6.699999809,6.699999809,4286
6775888955,4/6/2016,11761,8.430000305,8.430000305,3920
6775888955,4/7/2016,13987,10.02999973,10.02999973,3856
6775888955,4/8/2016,4131,2.960000038,2.960000038,2584
6775888955,4/9/2016,14,0.009999999776,0.009999999776,787
6962181067,3/30/2016,15491,10.23999977,10.23999977,2244
6962181067,3/31/2016,14097,9.319999695,9.319999695,2188
6962181067,4/1/2016,10467,6.980000019,6.980000019,2014
6962181067,4/2/2016,12437,8.300000191,8.300000191,2115
6962181067,4/3/2016,12307,8.140000343,8.140000343,2055
6962181067,4/4/2016,18952,12.80000019,12.80000019,2437
6962181067,4/5/2016,12010,7.940000057,7.940000057,2158
6962181067,4/6/2016,12480,8.859999657,8.25,2170
6962181067,4/7/2016,13417,9.649999619,8.869999886,2244
6962181067,4/8/2016,14400,10.88000011,9.520000458,2188
6962181067,4/9/2016,12495,8.260000229,8.260000229,2231
6962181067,4/10/2016,10148,6.710000038,6.710000038,2100
6962181067,4/11/2016,12362,9.090000153,8.170000076,2188
6962181067,4/12/2016,5893,3.900000095,3.900000095,917
7007744171,4/1/2016,11680,9.06000042,7.809999943,2573
7007744171,4/2/2016,10976,7.340000153,7.340000153,2575
7007744171,4/3/2016,16806,11.23999977,11.23999977,3086
7007744171,4/4/2016,15266,11.39999962,10.21000004,2886
7007744171,4/5/2016,12084,9.140000343,8.079999924,2676
7007744171,4/6/2016,13513,10.25,9.069999695,2811
7007744171,4/7/2016,14100,10.57999992,9.430000305,2840
7007744171,4/8/2016,12627,9.649999619,8.449999809,2871
7007744171,4/9/2016,10345,6.920000076,6.920000076,2613
7007744171,4/10/2016,10146,6.789999962,6.789999962,2700
7007744171,4/11/2016,12168,8.140000343,8.140000343,2871
7007744171,4/12/2016,7413,5.769999981,4.960000038,1023
7086361926,4/1/2016,11463,7.670000076,7.670000076,2496
7086361926,4/2/2016,87,0.01999999955,0.01999999955,1641
7086361926,4/3/2016,1949,1.309999943,1.309999943,1794
7086361926,4/4/2016,6101,3.869999886,3.869999886,2421
7086361926,4/5/2016,7478,4.989999771,4.989999771,2439
7086361926,4/6/2016,7352,4.730000019,4.730000019,2233
7086361926,4/7/2016,14604,10.81999969,10.81999969,2862
7086361926,4/8/2016,9634,6.519999981,6.519999981,2752
7086361926,4/9/2016,7338,4.670000076,4.670000076,2519
7086361926,4/10/2016,569,0.349999994,0.349999994,1799
7086361926,4/11/2016,6242,3.920000076,3.920000076,2543
7086361926,4/12/2016,430,0.2599999905,0.2599999905,625
8053475328,4/2/2016,20188,15.61999989,15.61999989,3377
8053475328,4/3/2016,25701,20.13999939,20.13999939,3697
8053475328,4/4/2016,17395,13.21000004,13.21000004,3209
8053475328,4/5/2016,17167,13.40999985,13.40999985,3167
8053475328,4/6/2016,16435,12.42000008,12.42000008,3122
8053475328,4/7/2016,17078,13.19999981,13.19999981,3176
8053475328,4/8/2016,11693,9.539999962,9.539999962,2790
8053475328,4/9/2016,11159,9.140000343,9.140000343,2715
8053475328,4/10/2016,10118,7.730000019,7.730000019,2684
8053475328,4/11/2016,16064,12.72000027,12.72000027,3097
8053475328,4/12/2016,290,0.2099999934,0.2099999934,791
8253242879,4/1/2016,0,0,0,1429
8253242879,4/2/2016,0,0,0,1429
8253242879,4/3/2016,0,0,0,1429
8253242879,4/4/2016,0,0,0,1429
8253242879,4/5/2016,0,0,0,1429
8253242879,4/6/2016,1931,1.279999971,1.279999971,1607
8253242879,4/7/2016,5181,3.420000076,3.420000076,1776
8253242879,4/8/2016,12026,9.149999619,9.149999619,2162
8253242879,4/9/2016,5360,3.539999962,3.539999962,1832
8253242879,4/10/2016,2545,1.679999948,1.679999948,1657
8253242879,4/11/2016,1636,1.080000043,1.080000043,1377
8253242879,4/12/2016,0,0,0,0
8378563200,4/1/2016,14179,11.23999977,11.23999977,3669
8378563200,4/2/2016,3358,2.660000086,2.660000086,2702
8378563200,4/3/2016,9152,7.260000229,7.260000229,3304
8378563200,4/4/2016,13935,11.05000019,11.05000019,4234
8378563200,4/5/2016,12846,10.18999958,10.18999958,4128
8378563200,4/6/2016,9124,7.239999771,7.239999771,3798
8378563200,4/7/2016,9725,7.710000038,7.710000038,3839
8378563200,4/8/2016,8350,6.619999886,6.619999886,3713
8378563200,4/9/2016,2240,1.779999971,1.779999971,2606
8378563200,4/10/2016,2631,2.089999914,2.089999914,2624
8378563200,4/11/2016,8837,7.010000229,7.010000229,3775
8378563200,4/12/2016,3246,2.569999933,2.569999933,1882
8583815059,4/1/2016,2174,1.700000048,1.700000048,2360
8583815059,4/2/2016,3494,2.730000019,2.730000019,2517
8583815059,4/3/2016,2380,1.860000014,1.860000014,2400
8583815059,4/4/2016,3159,2.460000038,2.460000038,2462
8583815059,4/5/2016,6835,5.329999924,5.329999924,2786
8583815059,4/6/2016,2098,1.639999986,1.639999986,2354
8583815059,4/7/2016,2816,2.200000048,2.200000048,2437
8583815059,4/8/2016,1408,1.100000024,1.100000024,1814
8792009665,4/1/2016,4592,2.940000057,2.940000057,2260
8792009665,4/2/2016,8452,5.409999847,5.409999847,3004
8792009665,4/3/2016,7238,4.630000114,4.630000114,2667
8792009665,4/4/2016,3821,2.450000048,2.450000048,2229
8792009665,4/5/2016,2332,1.49000001,1.49000001,2100
8792009665,4/6/2016,2121,1.360000014,1.360000014,2114
8792009665,4/7/2016,1291,0.8299999833,0.8299999833,1961
8792009665,4/8/2016,1467,0.9399999976,0.9399999976,1953
8792009665,4/9/2016,1022,0.6499999762,0.6499999762,1890
8792009665,4/10/2016,4605,2.950000048,2.950000048,2253
8792009665,4/11/2016,178,0.1099999994,0.1099999994,1725
8792009665,4/12/2016,20,0.009999999776,0.009999999776,728
8877689391,4/1/2016,18700,15.81999969,15.81999969,3527
8877689391,4/2/2016,27572,23.38999939,23.38999939,4220
8877689391,4/3/2016,15260,8.18999958,8.18999958,3864
8877689391,4/4/2016,20779,18.40999985,18.40999985,3662
8877689391,4/5/2016,10695,8.119999886,8.119999886,2834
8877689391,4/6/2016,24136,20.90999985,20.90999985,4039
8877689391,4/7/2016,10910,8.420000076,8.420000076,2947
8877689391,4/8/2016,23014,20.38999939,20.38999939,4196
8877689391,4/9/2016,16470,8.069999695,8.069999695,3841
8877689391,4/10/2016,28497,27.53000069,27.53000069,4526
8877689391,4/11/2016,10622,8.06000042,8.06000042,2820
8877689391,4/12/2016,2350,1.779999971,1.779999971,938
